城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,青山钢花,1329A,2017/5/20,119,88,154,1.52,69,74,11,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/21,94,66,120,1.33,43,100,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/22,61,43,60,1.19,30,72,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/23,29,18,32,1.11,20,62,3,优,
武汉,青山钢花,1329A,2017/5/24,52,33,52,0.95,30,89,4,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/25,67,40,84,1,60,83,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/26,90,57,106,1.17,69,105,7,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/27,106,53,135,1.25,72,99,7,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/28,117,59,171,1.36,74,83,9,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/29,104,56,135,1.23,49,110,13,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/30,104,65,149,1.35,67,67,5,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/31,91,66,108,1.29,41,85,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/1,68,40,84,1.12,34,82,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/2,98,69,109,1.83,47,85,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/3,98,70,128,1.31,38,119,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/4,81,53,106,1.09,26,96,4,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/5,51,35,52,1.13,26,63,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/6,37,22,37,0.91,22,81,2,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/7,65,34,60,1.05,39,112,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/8,78,48,89,1.34,30,99,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/9,60,38,69,1.75,35,25,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/10,51,36,35,1.67,26,31,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/11,47,29,46,1.55,35,38,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/12,47,32,41,1.56,45,17,3,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/13,44,29,39,1.56,33,29,2,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/14,57,39,58,1.12,46,44,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/15,80,58,70,1.09,55,30,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/16,67,44,70,0.87,36,90,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/17,80,52,85,0.95,36,117,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/18,73,49,80,1.07,23,112,8,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/19,66,40,80,1.1,30,60,4,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/20,89,62,108,1.3,50,84,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/21,78,54,90,1.1,35,70,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/22,62,32,73,1.03,31,80,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/23,56,35,71,1.05,28,46,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/24,66,41,77,1.66,45,32,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/25,71,48,86,1.09,40,57,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/26,67,47,78,1.1,36,58,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/6/27,53,32,52,0.98,29,95,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/28,65,38,71,1.12,33,100,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/29,62,35,67,1.07,26,88,4,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/6/30,29,19,24,0.66,22,37,3,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/7/1,22,13,22,0.62,17,26,3,优,
武汉,青山钢花,1329A,2017/7/2,35,21,33,0.67,18,57,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/3,57,36,62,1.11,24,67,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/4,52,30,53,0.94,20,43,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/5,49,25,54,0.96,20,28,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/6,42,18,42,0.5,15,74,2,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/7,45,19,47,0.65,20,47,2,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/8,48,23,51,0.76,22,36,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/9,43,22,45,0.73,24,17,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/10,0,0,0,0,0,0,0,,
武汉,青山钢花,1329A,2017/7/11,0,0,0,0,0,0,0,,
武汉,青山钢花,1329A,2017/7/12,47,19,60,0.95,20,53,6,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/13,47,23,49,0.95,16,71,4,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/14,46,24,47,0.8,17,65,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/15,61,29,73,0.78,26,66,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/16,57,29,66,0.71,28,64,4,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/17,68,32,86,0.73,28,70,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/18,56,31,64,0.65,14,79,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/19,34,16,33,0.52,11,58,5,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/20,39,16,44,0.48,14,60,4,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/21,44,18,44,0.5,15,70,5,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/22,63,31,76,0.57,25,103,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/23,84,38,113,0.66,32,101,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/24,71,40,93,0.66,31,82,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/25,97,45,132,1.04,58,123,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/26,92,51,124,0.86,37,96,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/27,98,60,129,0.94,29,118,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/7/28,95,66,124,1.24,29,79,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/7/29,100,74,105,1.43,16,97,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/7/30,76,55,77,0.88,15,74,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/7/31,45,29,42,0.78,13,67,4,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/1,27,18,23,0.67,23,37,4,优,
武汉,青山钢花,1329A,2017/8/2,25,16,22,0.73,24,44,4,优,
武汉,青山钢花,1329A,2017/8/3,54,29,52,0.92,33,76,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/4,73,47,91,1.16,50,41,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/5,71,48,87,1.19,44,56,7,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/6,61,35,66,0.86,28,78,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/7,62,31,75,0.81,29,69,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/8,40,24,45,0.84,24,51,5,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/9,50,30,44,0.93,25,83,5,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/10,46,24,45,0.77,19,98,6,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/11,71,38,91,1.15,31,53,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/12,30,19,28,0.85,24,24,6,优,
武汉,青山钢花,1329A,2017/8/13,28,18,27,0.82,26,33,5,优,
武汉,青山钢花,1329A,2017/8/14,53,37,54,1.03,30,59,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/15,73,51,73,1.3,40,74,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/16,78,55,92,1.28,45,60,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/17,43,22,44,1.08,25,37,9,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/18,57,29,64,1.17,25,47,14,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/19,55,31,61,0.67,24,56,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/20,53,30,57,0.84,33,47,7,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/21,62,40,71,1.23,30,58,9,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/22,58,36,66,1.19,27,66,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/23,58,29,68,1.3,28,83,13,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/24,60,32,77,1.21,34,55,12,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/25,47,29,48,0.8,27,61,7,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/26,48,27,49,0.82,20,80,7,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/27,66,41,75,0.99,22,95,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/28,61,32,73,0.92,25,75,14,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/8/29,45,29,41,1.03,16,89,8,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/8/30,26,14,26,0.7,17,46,9,优,
武汉,青山钢花,1329A,2017/8/31,34,21,32,0.64,21,40,9,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/1,38,22,39,0.82,33,26,10,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/2,38,23,37,0.94,35,12,7,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/3,21,13,17,0.76,30,35,8,优,
武汉,青山钢花,1329A,2017/9/4,39,23,40,0.85,35,44,7,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/5,49,29,50,0.99,48,19,8,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/6,34,21,27,0.86,29,41,5,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/7,50,26,51,0.85,39,77,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/8,80,49,110,1.47,76,5,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/9,96,62,129,1.71,40,103,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/10,52,37,58,1.06,25,43,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/11,40,24,38,0.79,26,63,6,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/12,60,36,66,1,50,50,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/13,71,41,83,0.89,58,76,9,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/14,66,43,80,1.05,50,91,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/15,68,32,72,0.75,46,94,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/16,77,41,95,0.96,57,83,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/17,73,40,89,0.83,55,91,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/18,105,74,143,1.28,71,63,14,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/19,87,64,73,1.27,46,50,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/20,52,33,53,0.96,44,42,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/21,68,46,74,1.14,62,12,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/22,89,66,91,1.45,81,18,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/23,68,47,63,1.82,55,32,10,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/24,59,39,69,1.44,42,37,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/25,66,40,79,1.25,39,31,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/26,58,38,65,1.33,35,46,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/9/27,31,20,25,1.18,24,51,4,优,
武汉,青山钢花,1329A,2017/9/28,36,22,32,1.01,29,62,4,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/29,48,32,46,1.34,53,30,10,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/9/30,57,38,65,1.15,51,19,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/1,67,47,75,1.16,47,41,8,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/2,22,13,19,0.7,25,37,3,优,
武汉,青山钢花,1329A,2017/10/3,19,12,14,0.46,28,41,2,优,
武汉,青山钢花,1329A,2017/10/4,20,13,14,0.46,23,30,2,优,
武汉,青山钢花,1329A,2017/10/5,19,12,16,0.61,30,20,4,优,
武汉,青山钢花,1329A,2017/10/6,44,29,56,1.05,45,13,7,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/7,55,36,62,0.94,46,24,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/8,96,68,122,1.51,78,55,14,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/9,95,70,117,1.32,74,37,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/10,63,39,55,1.02,23,30,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/11,21,14,17,0.7,23,20,8,优,
武汉,青山钢花,1329A,2017/10/12,15,9,12,0.61,27,31,6,优,
武汉,青山钢花,1329A,2017/10/13,26,16,25,0.53,23,37,6,优,
武汉,青山钢花,1329A,2017/10/14,40,27,36,0.55,31,29,6,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/15,30,18,26,0.52,25,56,6,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/16,27,18,23,0.52,31,43,5,优,
武汉,青山钢花,1329A,2017/10/17,33,23,30,0.61,30,49,6,优,
武汉,青山钢花,1329A,2017/10/18,37,25,34,0.62,30,32,7,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/19,40,26,41,0.62,34,45,6,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/20,73,52,74,0.91,54,43,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/21,61,41,65,0.71,51,56,8,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/22,96,71,114,1,77,52,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/23,150,114,136,1.22,56,58,9,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/24,111,80,123,1.16,70,46,15,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/25,76,48,101,0.86,75,38,17,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/26,81,57,102,0.93,75,52,12,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/27,116,82,162,1.34,103,43,16,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/28,93,68,114,1.2,86,53,17,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/10/29,89,57,110,0.82,48,57,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/30,61,26,73,0.48,58,38,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/10/31,91,58,122,1.06,81,31,21,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/11/1,120,88,157,1.63,111,28,26,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/2,131,98,171,1.67,121,40,21,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/3,175,134,184,1.72,91,61,16,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/4,128,98,79,1.16,52,69,13,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/5,72,49,95,1.02,70,43,28,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/11/6,113,83,136,1.36,87,36,26,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/7,146,112,176,1.54,116,21,19,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/8,214,168,239,1.72,115,42,24,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/9,147,110,154,1.63,83,72,28,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/10,126,91,137,1.18,66,30,17,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/11,70,36,88,0.62,40,33,7,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/11/12,75,55,75,0.88,50,14,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/13,82,61,76,1.11,57,8,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/14,107,80,108,1.39,62,5,9,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/15,138,105,136,1.53,70,24,11,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/16,121,91,113,1.68,58,36,16,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/17,132,100,69,1.28,43,8,4,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/18,87,63,85,0.83,36,29,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/19,84,62,78,0.83,41,16,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/20,82,61,72,0.62,44,36,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/21,100,74,103,0.82,69,10,10,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/22,107,70,110,0.75,54,21,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/23,85,50,117,0.7,66,25,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/11/24,106,73,149,1.25,85,18,16,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/25,104,77,140,1.31,92,16,21,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/26,143,101,175,1.75,112,13,19,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/27,146,109,159,1.76,92,27,32,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/28,142,108,143,1.66,90,18,20,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/29,169,130,114,1.37,43,33,8,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/11/30,66,47,61,0.89,34,7,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/1,77,56,65,0.59,36,14,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/2,107,80,112,1,61,17,9,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/3,128,97,121,1.33,72,7,13,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/4,229,184,138,1.33,54,35,8,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/5,191,187,147,1.48,70,40,10,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/6,192,146,177,1.77,92,9,28,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/7,142,107,124,1.36,77,10,17,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/8,123,95,103,0.93,59,31,15,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/9,119,87,143,0.99,76,23,16,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/10,129,88,156,1,75,21,21,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/11,96,62,123,0.9,76,16,19,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/12/12,96,71,102,0.65,59,8,17,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/13,98,73,85,0.56,41,8,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/14,65,46,0,0.52,31,12,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/15,80,61,61,0.76,30,11,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/16,143,109,117,0.79,35,37,4,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/17,107,80,99,0.74,66,25,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/18,129,98,141,1.23,102,11,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/19,150,117,176,1.63,111,2,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/20,118,85,132,0.93,97,29,15,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/21,147,111,160,1.52,110,18,22,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/22,124,93,133,1.6,98,19,40,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/23,171,130,188,1.35,108,4,22,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/24,187,146,168,1.5,91,25,15,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/25,105,74,134,1.31,85,20,22,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/26,133,98,153,1.34,103,17,32,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/27,152,115,159,1.4,92,12,27,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/28,171,130,168,1.45,72,8,23,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/29,132,164,0,1.35,69,14,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/30,213,175,235,1.7,74,26,15,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/12/31,196,151,207,1.85,82,25,25,中度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/1,135,103,146,2.31,103,15,25,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/2,159,121,151,1.43,84,31,15,中度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/3,212,162,232,2.17,109,23,21,重度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/4,252,203,280,2.23,105,10,18,重度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/5,40,27,21,1.59,51,13,6,优,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/6,24,13,14,0.71,43,25,6,优,
武汉,武昌紫阳,1328A,2017/1/7,35,23,36,0.92,45,14,6,优,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/8,74,54,74,1.18,52,40,11,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/9,132,100,109,1.75,73,39,21,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/10,114,86,84,1.26,52,52,11,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/11,141,108,116,1.38,61,22,11,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/12,125,95,103,1.2,57,36,10,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/13,112,84,116,1.47,93,12,11,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/14,93,68,111,1.58,75,32,27,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/15,65,44,75,1.2,66,25,16,良,颗粒物(PM10)
武汉,武昌紫阳,1328A,2017/1/16,89,66,94,1.5,76,25,16,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/17,90,67,95,1.06,74,23,10,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/18,123,93,106,1.18,65,14,10,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/19,144,109,145,1.12,46,40,12,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/20,82,47,105,0.92,48,48,14,良,颗粒物(PM10)
武汉,武昌紫阳,1328A,2017/1/21,87,58,121,1.68,79,28,20,良,颗粒物(PM10)
武汉,武昌紫阳,1328A,2017/1/22,124,93,145,1.93,107,21,17,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/23,105,78,108,1.52,92,31,20,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/24,79,58,80,1.31,79,38,17,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/25,101,75,80,1.26,59,40,9,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/26,85,62,70,1.13,59,42,13,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/27,163,116,215,1.33,49,46,18,中度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/28,186,143,166,1.52,50,42,24,中度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/29,154,116,127,1.28,25,36,12,中度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/30,136,103,91,1.33,23,51,13,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/1/31,91,67,75,1.39,39,34,14,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/1,76,56,0,0.83,26,32,5,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/2,86,63,0,1.14,42,20,6,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/3,73,53,0,1.2,43,12,6,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/4,57,41,38,1.08,32,16,9,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/5,80,58,82,1.53,45,22,10,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/6,113,85,92,1.68,60,20,13,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/7,71,52,67,1.15,44,35,12,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/8,58,42,64,0.75,27,53,7,良,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/9,106,80,82,1.15,52,44,13,轻度污染,细颗粒物(PM2.5)
武汉,武昌紫阳,1328A,2017/2/10,78,56,74,1.23,71,39,20,良,细颗粒物(PM2.5)
